step,train_loss,val_loss,learning_rate,step_time_ms,tokens_per_sec,data_time_ms,forward_backward_time_ms,optimizer_time_ms,cpu_memory_mb
45,3.7132134437561035,,9.857142857142855e-05,238.22140000993386,8597.04459764991,0.31629999284632504,226.66889999527484,11.23189998907037,474.0703125
46,3.675037384033203,,0.0001007142857142857,245.42590000783093,8344.677558214733,0.4022000066470355,236.44740000599995,8.572999999159947,474.0703125
47,3.677554130554199,,0.00010285714285714286,209.17659997940063,9790.77009666322,0.2917999809142202,200.77669998863712,8.105200016871095,474.0703125
48,3.6487231254577637,,0.00010499999999999999,218.89150000060908,9356.233567746127,0.3108999808318913,211.13849998801015,7.43920000968501,474.0703125
49,3.5967230796813965,,0.00010714285714285714,215.20239999517798,9516.622491412221,0.29830000130459666,209.40479999990202,5.496799974935129,474.0703125
50,3.598390817642212,,0.00010928571428571428,202.39869999932125,10118.642066410841,0.2834000042639673,196.3644000061322,5.7480999967083335,474.0703125
51,3.593484401702881,,0.00011142857142857142,234.18739999760874,8745.13317121635,0.31709999893791974,227.98450000118464,5.882899975404143,474.0703125
52,3.582455635070801,,0.00011357142857142855,237.8131999867037,8611.801195705306,0.3268999862484634,228.31870001391508,9.164599992800504,474.0703125
53,3.5774619579315186,,0.00011571428571428571,221.8824000156019,9230.114690737042,0.3031000087503344,212.6282999815885,8.947700000135228,474.0703125
54,3.5348031520843506,,0.00011785714285714284,210.20309999585152,9742.958120220008,0.37700001848861575,202.31610001064837,7.506399997510016,474.0703125
55,3.462817430496216,,0.00011999999999999999,241.14220001501963,8492.914138928978,0.36780000664293766,234.46820001117885,6.303500005742535,474.1796875
56,3.4622273445129395,,0.00012214285714285712,233.9854000019841,8752.682859625575,0.40389999048784375,226.86920000705868,6.708300003083423,474.1015625
57,3.4745612144470215,,0.00012428571428571428,218.10820000246167,9389.83495337124,0.4833000130020082,211.447199981194,6.174000009195879,474.1640625
58,3.4409241676330566,,0.00012642857142857142,205.9968000103254,9941.902009629985,0.36330000148154795,198.2148000097368,7.416000007651746,474.0703125
59,3.428926706314087,,0.00012857142857142855,233.3851000003051,8775.196017214992,0.388599990401417,226.2201000121422,6.773500004783273,474.0703125
60,3.364077091217041,,0.00013071428571428568,233.41050001909025,8774.241089550374,0.3335000074002892,226.73419999773614,6.339400017168373,474.1796875
61,3.365278959274292,,0.00013285714285714284,252.81059998087585,8100.926148487933,0.3182999789714813,243.5618000163231,8.927499991841614,474.0703125
62,3.4376511573791504,,0.00013499999999999997,239.22449999372475,8560.996052050365,0.3111999831162393,232.14090001420118,6.768999999621883,474.15625
63,3.3688902854919434,,0.00013714285714285713,217.86999999312684,9400.100977943766,0.3871999797411263,209.3816999986302,8.09689998277463,474.1640625
64,3.41192364692688,,0.0001392857142857143,216.27299999818206,9469.51306920982,0.17889999435283244,208.85599998291582,7.235700002638623,474.1796875
65,3.3653109073638916,,0.00014142857142857143,196.0776000050828,10444.844285869018,0.34580001374706626,188.9865999983158,6.742199999280274,474.0703125
66,3.384333610534668,,0.00014357142857142856,212.10710000013933,9655.499509439593,0.25820001610554755,204.3046000180766,7.5416000036057085,474.0703125
67,3.3230652809143066,,0.0001457142857142857,232.16060001868755,8821.479612971143,0.2395000192336738,223.41330000199378,8.505000005243346,474.125
68,3.3297674655914307,,0.00014785714285714285,204.19089999631979,10029.829928938616,0.3115000145044178,197.7955999900587,6.081100000301376,474.0703125
69,3.296333074569702,,0.00015,229.82449998380616,8911.147419636747,0.3226999833714217,222.45339999790303,7.045700011076406,474.0703125
70,3.248012065887451,,0.00015214285714285715,204.4387999922037,10017.667879473469,0.37560000782832503,198.46679997863248,5.59310000971891,474.0703125
71,3.267197370529175,,0.00015428571428571428,203.07469999534078,10084.958884819172,0.2638000005390495,195.72240000707097,7.085799996275455,474.0703125
72,3.3041083812713623,,0.0001564285714285714,222.40549998241477,9208.405368401105,0.2694999857340008,216.32000000681728,5.813499999931082,474.125
73,3.306913137435913,,0.00015857142857142855,211.39660000335425,9687.951461695715,0.30899999546818435,201.81590001448058,9.268699999665841,474.0703125
74,3.3085014820098877,,0.0001607142857142857,236.96579999523237,8642.597370764915,0.3355999942868948,228.0812000099104,8.545300021069124,474.1796875
75,3.2706398963928223,,0.00016285714285714284,205.71239999844693,9955.646815726528,0.3431999939493835,199.63849999476224,5.72779998765327,474.0703125
76,3.220874786376953,,0.000165,198.76500000827946,10303.624883227387,0.22789998911321163,189.21660000341944,9.318199998233467,474.125
77,3.191873550415039,,0.00016714285714285713,216.74209999036975,9449.017980775292,0.3429999924264848,210.4918999830261,5.904499994358048,474.0703125
78,3.1555659770965576,,0.00016928571428571427,194.7861000080593,10514.097258044922,0.2837000065483153,188.5134000040125,5.986000003758818,474.125
79,3.177424192428589,,0.0001714285714285714,212.49959999113344,9637.665200713098,0.23269999655894935,205.83670001360588,6.427899992559105,474.0703125
80,3.2104082107543945,,0.00017357142857142856,238.1916000158526,8598.120168233041,0.31239999225363135,227.36829999485053,10.507700004382059,474.125
81,3.2195217609405518,,0.0001757142857142857,210.20850000786595,9742.70783495132,0.3786000015679747,201.6777999815531,8.14890000037849,474.0703125
82,3.1562235355377197,,0.00017785714285714285,229.83539997949265,8910.724806460343,0.22399998852051795,223.86880000703968,5.740300024626777,474.0703125
83,3.166881561279297,,0.00017999999999999998,186.51940001291223,10980.09107823756,0.3116000152658671,178.77129997941665,7.433499995386228,474.125
84,3.1886563301086426,,0.00018214285714285714,224.15340002044104,9136.600202420477,0.434000015957281,218.84029998909682,4.87599999178201,474.0703125
85,3.111589193344116,,0.00018428571428571425,185.73060000198893,11026.723652311835,0.2877999795600772,180.36510000820272,5.0752999959513545,474.0703125
86,3.1074411869049072,,0.0001864285714285714,193.02619999507442,10609.958648371361,0.2558999985922128,185.0507000053767,7.716899999650195,474.0703125
87,3.1760735511779785,,0.00018857142857142854,200.54740001796745,10212.049619274623,0.29329999233596027,195.17370001995005,5.077400011941791,474.0703125
88,3.127617120742798,,0.0001907142857142857,235.24400001042522,8705.854346590091,0.3974999999627471,224.56859998055734,10.274200001731515,474.1015625
89,3.148906707763672,,0.00019285714285714284,232.37360001076013,8813.393603684613,0.3431999939493835,222.90210000937805,9.12510001217015,474.109375
90,3.1466150283813477,,0.000195,222.11929998593405,9220.270368804926,0.25290000485256314,215.43569999630563,6.428399996366352,474.0703125
91,3.1798813343048096,,0.0001971428571428571,226.79869999410585,9030.034123005222,0.2556999970693141,219.19380000326782,7.34579999698326,474.0703125
92,3.0772714614868164,,0.00019928571428571426,210.15619998797774,9745.132430626165,0.2893999917432666,203.35890000569634,6.505099998321384,474.0703125
93,3.1161623001098633,,0.0002014285714285714,207.6521999842953,9862.64532788427,0.3604999801609665,200.2820000052452,7.006699976045638,474.125
94,3.0885140895843506,,0.00020357142857142856,246.15919997449964,8319.819044797669,0.3352000203449279,236.6524999961257,9.16820002021268,474.0703125
95,3.0542986392974854,,0.00020571428571428572,235.08220000076108,8711.84632436386,0.2682000049389899,224.49339999002405,10.317400010535493,474.125
96,3.1036672592163086,,0.00020785714285714285,253.74519999604672,8071.088635496976,0.4940000071655959,243.7805999943521,9.466799994697794,474.0703125
97,3.0545153617858887,,0.00020999999999999998,236.99030000716448,8641.703900700099,0.36609999369829893,230.99000001093373,5.6306999758817255,474.0703125
98,3.1298649311065674,,0.00021214285714285711,206.63369999965653,9911.258424949097,0.20629999926313758,198.02410001284443,8.400199993047863,474.0703125
99,2.997854709625244,,0.00021428571428571427,230.62909999862313,8880.058934506646,0.29299999005161226,224.18270001071505,6.149699998786673,474.125
100,3.1059107780456543,,0.0002164285714285714,252.16039997758344,8121.8145283004915,0.2865999995265156,241.7913000099361,10.079100000439212,474.0703125
101,3.0224902629852295,,0.00021857142857142857,233.85889999917708,8757.417400010034,0.3164999943692237,223.3647000102792,10.174700000789016,474.0703125
102,3.0274271965026855,,0.0002207142857142857,215.2477000199724,9514.619667527088,0.36040000850334764,208.3342999976594,6.549799989443272,474.1796875
103,2.99472713470459,,0.00022285714285714283,218.8564999960363,9357.72983684328,0.3679999790620059,209.79610001086257,8.689100010087714,474.0703125
104,3.0730512142181396,,0.000225,219.6647000091616,9323.30046618589,0.2905000001192093,208.6243999947328,10.74609998613596,474.125
105,2.9386110305786133,,0.0002271428571428571,234.78999998769723,8722.688360267955,0.4400000034365803,226.65019999840297,7.695899985264987,474.0703125
106,2.933612108230591,,0.00022928571428571426,201.23749997583218,10177.029630391735,0.2429999876767397,193.27119999798015,7.719700020970777,482.09765625
107,3.062788486480713,,0.00023142857142857142,210.12380000320263,9746.635078790623,0.3400999994482845,203.96109999273904,5.819199985126033,474.109375
108,2.9333245754241943,,0.00023357142857142858,228.6127999832388,8958.37853414224,0.2762999793048948,221.17959999013692,7.154399994760752,474.0703125
109,2.933558464050293,,0.00023571428571428569,218.88870000839233,9356.353251316667,0.2733999863266945,211.87609998742118,6.736400013323873,474.1796875
110,2.91086745262146,,0.00023785714285714282,229.02550001163036,8942.235689458155,0.41130001773126423,219.7749000042677,8.835699991323054,474.0703125
111,2.925546884536743,,0.00023999999999999998,210.24370001396164,9741.076664194925,0.30670000705868006,204.7372000233736,5.1967000181321055,474.0703125
112,2.9138023853302,,0.00024214285714285714,193.01370001630858,10610.645771916477,0.3110000106971711,181.7777000251226,10.921400011284277,474.0703125
113,2.9283456802368164,,0.00024428571428571424,219.2798999894876,9339.661319155026,0.4275999963283539,210.20010000211187,8.647499984363094,474.0703125
114,2.9393961429595947,,0.0002464285714285714,202.99650001106784,10088.843895773269,0.3859999997075647,197.87750000250526,4.730400018161163,474.125
115,2.918782949447632,,0.00024857142857142857,195.195899985265,10492.023654977385,0.302400003420189,184.7622999921441,10.127100016688928,474.0703125
116,2.931381940841675,,0.0002507142857142857,214.79439997347072,9534.699229835362,0.3761000116355717,205.44510000036098,8.969999995315447,474.0703125
117,2.8922183513641357,,0.00025285714285714283,254.5414000051096,8045.842444328855,0.3037000133190304,247.13079998036847,7.103499985532835,474.0703125
118,2.975389003753662,,0.00025499999999999996,223.4912000130862,9163.671768195269,0.3038999857380986,217.5567999947816,5.627600010484457,474.0703125
119,2.8688461780548096,,0.0002571428571428571,217.79689998948015,9403.255969662197,0.31209998996928334,209.53500000177883,7.946999976411462,474.0703125
120,2.851761817932129,,0.0002592857142857143,234.5123999984935,8733.013691442995,0.4527999844867736,227.52640000544488,6.529599981149659,474.10546875
121,2.79268479347229,,0.00026142857142857136,209.3477000016719,9782.76809338552,0.4461999924387783,202.12349999928847,6.7749000154435635,474.11328125
122,2.841397762298584,,0.00026357142857142855,218.59579998999834,9368.889979101632,0.3020000003743917,209.3697000236716,8.92069999827072,474.07421875
123,2.905378580093384,,0.0002657142857142857,213.4403999953065,9595.184417031804,0.3827999753411859,205.96190000651404,7.092499989084899,474.07421875
124,2.8630497455596924,,0.00026785714285714287,226.16019999259152,9055.5278960095,0.35620000562630594,216.95299999555573,8.847399993101135,474.12890625
125,2.880812883377075,,0.00026999999999999995,224.29230000125244,9130.94207865613,0.381799996830523,218.87949999654666,5.027899984270334,474.07421875
126,2.7634706497192383,,0.0002721428571428571,241.1251000012271,8493.51643603083,0.4665000014938414,235.3212000161875,5.334000015864149,474.07421875
127,2.8102469444274902,,0.00027428571428571427,200.12550000683405,10233.578429186002,0.2862999972421676,193.73940001241863,6.097100005717948,474.07421875
128,2.850940465927124,,0.0002764285714285714,216.52789998915978,9458.36541204404,0.2962999860756099,207.22340000793338,9.00520000141114,474.07421875
129,2.8338570594787598,,0.0002785714285714286,238.38460000115447,8591.158992611443,0.30880002304911613,231.85189999639988,6.220800016308203,474.07421875
130,2.808744430541992,,0.00028071428571428567,207.26700001978315,9880.974780377595,0.27540000155568123,199.55839999602176,7.430700003169477,474.18359375
131,2.7870373725891113,,0.00028285714285714286,212.17869999236427,9652.241247937243,0.3479000006336719,205.4356999869924,6.391999981133267,474.07421875
132,2.8328845500946045,,0.000285,219.17920000851154,9343.952345480177,0.45029999455437064,210.17889998620376,8.546299999579787,474.18359375
133,2.8265089988708496,,0.0002871428571428571,211.7803000146523,9670.398993005045,0.34050000249408185,204.91749999928288,6.518900016089901,474.07421875
134,2.804088830947876,,0.00028928571428571425,211.12009999342263,9700.639588858687,0.3276999923400581,201.65880001150072,9.12980001885444,474.07421875
135,2.7459983825683594,,0.0002914285714285714,230.0765000109095,8901.387146896315,0.37779999547638,223.28209999250248,6.413399998564273,474.07421875
136,2.8486428260803223,,0.0002935714285714286,233.1883999868296,8782.598105719111,0.36720000207424164,223.84679998503998,8.97110000369139,474.07421875
137,2.8408663272857666,,0.0002957142857142857,247.2940000006929,8281.640476494624,0.2700999903026968,238.54190000565723,8.47909998265095,474.07421875
138,2.7929131984710693,,0.00029785714285714284,219.30759999668226,9338.481657867684,0.42630001553334296,207.95209999778308,10.925599985057488,474.12890625
139,2.8068785667419434,2.780932080745697,0.0003,216.44110002671368,9462.158526025005,0.33840001560747623,209.82200000435114,6.278000015299767,475.765625
140,2.723081111907959,,0.0003,235.34770001424477,8702.018332348443,0.3037000133190304,224.8842999979388,10.155900003155693,474.265625
141,2.778064012527466,,0.00029999990577485964,230.88970000389963,8870.036211946268,0.3220000071451068,224.60549999959767,5.95900000189431,473.078125
142,2.7999095916748047,,0.00029999962309957005,194.90589998895302,10507.634710473503,0.39080000715330243,185.90939999558032,8.602400019299239,473.1328125
143,2.7991113662719727,,0.00029999915197452597,231.47629998857155,8847.558044176072,0.3473999968264252,225.16839997842908,5.95749999047257,473.078125
144,2.7700905799865723,,0.0002999984924003849,205.78930000192486,9951.926557798894,0.3522000042721629,198.01989998086356,7.414199993945658,473.078125
145,2.803269386291504,,0.00029999764437806765,220.33229999942705,9295.051156845027,0.26390000130049884,212.69489999394864,7.370499981334433,473.078125
146,2.751990556716919,,0.00029999660790875797,212.2996999823954,9646.739963220989,0.3764999855775386,206.62719997926615,5.293199996231124,473.078125
147,2.7480461597442627,,0.00029999538299390265,166.7572000005748,12281.328782163173,0.3266999847255647,162.99499999149702,3.4333000076003373,473.078125
148,2.7562766075134277,,0.00029999396963521167,200.80379999126308,10199.010178537996,0.29830000130459666,193.89400002546608,6.60789999528788,473.078125
149,2.7582433223724365,,0.0002999923678346579,212.47050000238232,9638.98517665764,0.3797999816015363,202.80140000977553,9.286299988161772,473.1328125
150,2.7553770542144775,,0.00029999057759447743,201.28750000731088,10174.501645286546,0.2705999941099435,193.12059998628683,7.893500005593523,473.1328125
151,2.6612966060638428,,0.0002999885989171692,219.77219998370856,9318.740041514877,0.46270000166259706,211.94870001636446,7.3580999742262065,473.1328125
152,2.7204909324645996,,0.0002999864318054954,204.0772000036668,10035.41796909798,0.4101000085938722,196.5871000138577,7.077099988237023,473.1328125
153,2.806856870651245,,0.0002999840762624811,202.19499999075197,10128.836025092964,0.38010001298971474,196.37170000351034,5.440199980512261,473.078125
154,2.767503499984741,,0.00029998153229141445,201.50249998550862,10163.64561306825,0.3189999843016267,190.88589999591932,10.29430000926368,473.078125
155,2.7026164531707764,,0.0002999787998958467,239.60599998827092,8547.365258383566,0.3733999910764396,231.7701000138186,7.4579000065568835,473.1875
156,2.752424478530884,,0.000299975879079592,247.03860000590794,8290.202421609505,0.36860001273453236,241.68570002075285,4.981000005500391,473.078125
157,2.7870800495147705,,0.0002999727698467278,184.54320001183078,11097.672522578485,0.291600008495152,178.32099998486228,5.927399994106963,473.078125
158,2.7061188220977783,,0.0002999694722015941,207.35569999669679,9876.748022999247,0.24199998006224632,197.89760001003742,9.213200013618916,473.078125
159,2.6829285621643066,,0.0002999659861487943,212.33260000008158,9645.245242601528,0.3386999887879938,204.09829998970963,7.892399997217581,473.078125
160,2.7859010696411133,,0.0002999623116931947,220.8935999951791,9271.43203807035,0.2327999973203987,211.31809998769313,9.34010001947172,473.1328125
161,2.7570888996124268,,0.0002999584488399246,206.79529997869395,9903.513282028192,0.2647999790497124,200.92050000675954,5.607600003713742,473.1328125
162,2.6530709266662598,,0.00029995439759437616,210.95119998790324,9708.4064945705,0.32029999420046806,204.85639999969862,5.771600001025945,473.1875
163,2.7279810905456543,,0.00029995015796220473,225.91980002471246,9065.163831483462,0.301799998851493,219.05970000079833,6.555700005264953,473.1328125
164,2.731621026992798,,0.00029994572994932844,233.8826000050176,8756.529985368998,0.30800001695752144,227.48059997684322,6.089700007578358,448.79296875
165,2.7235288619995117,,0.00029994111356192854,213.31459999782965,9600.843074130122,0.33969999640248716,205.77960001537576,7.192100019892678,448.35546875
166,2.725541591644287,,0.00029993630880644916,212.08940001088195,9656.30531226417,0.361400016117841,202.5174999726005,9.206899994751438,448.31640625
167,2.6923813819885254,,0.0002999313156895974,198.48920000367798,10317.941731651146,0.34840000444091856,189.26590000046417,8.871700003510341,448.31640625
168,2.672572135925293,,0.00029992613421834325,219.19609999167733,9343.231928295078,0.3060000017285347,213.97919999435544,4.9082000041380525,448.31640625
169,2.674409866333008,,0.00029992076439991973,216.32160001900047,9467.385595428821,0.4031000135000795,210.03910002764314,5.875400005606934,448.31640625
170,2.7135095596313477,,0.00029991520624182266,226.18689999217167,9054.458945548487,0.2812999882735312,216.4729000069201,9.429099998669699,448.31640625
171,2.6406047344207764,,0.0002999094597518109,232.58569999597967,8805.35647735609,0.31129998387768865,224.21529999701306,8.055799989961088,448.31640625
172,2.6981284618377686,,0.0002999035249379061,223.61909999744967,9158.430563504446,0.3614999877754599,214.18169999378733,9.072299988474697,448.31640625
173,2.7170450687408447,,0.0002998974018083928,220.44060000916943,9290.484601814782,0.2871000033337623,215.01819998957217,5.132399994181469,448.37109375
174,2.6760191917419434,,0.0002998910903718185,220.44609999284148,9290.252810399024,0.2578999847173691,210.187999997288,9.99639998190105,448.37109375
175,2.649732828140259,,0.00029988459063699346,243.03100001998246,8426.908500691721,0.361100013833493,233.7810000171885,8.884700015187263,448.31640625
176,2.6777780055999756,,0.0002998779026129909,234.150000003865,8746.530001991008,0.32110000029206276,229.4658999890089,4.359999991720542,448.37109375
177,2.647163152694702,,0.00029987102630914676,218.74699997715652,9362.414114085543,0.34329999471083283,214.55379997496493,3.8471000152640045,448.31640625
178,2.712470531463623,,0.00029986396173505996,227.50209999503568,9002.1147059508,0.2767000114545226,220.12259997427464,7.099100010236725,448.31640625
179,2.6841976642608643,,0.000299856708900592,201.05669999611564,10186.181311239898,0.31849998049438,195.30170000507496,5.4330000129994005,448.31640625
180,2.71451473236084,,0.00029984926781586745,207.3406000272371,9877.467315764334,0.4935000033583492,196.9309000123758,9.912600013194606,448.31640625
181,2.6715621948242188,,0.00029984163849127343,240.38510001264513,8519.662823911582,0.43620000360533595,231.37929997756146,8.565800002543256,448.31640625
182,2.6165125370025635,,0.00029983382093746,215.9189999802038,9485.038371740178,0.30789998709224164,205.99630000651814,9.611400018911809,448.31640625
183,2.6349873542785645,,0.0002998258151653398,215.29150000424124,9512.683965505626,0.35849999403581023,209.2170999967493,5.71299999137409,448.31640625
184,2.7377712726593018,,0.0002998176211860884,194.76340000983328,10515.322693568709,0.2708999963942915,191.16670000948943,3.32319998415187,448.31640625
185,2.6277356147766113,,0.00029980923901114405,222.4580999754835,9206.228050251731,0.27329998556524515,213.50310000707395,8.678700018208474,455.84375
186,2.619588851928711,,0.0002998006686522075,222.62499999487773,9199.326221435695,0.2638000005390495,213.95820000907406,8.399899990763515,447.85546875
187,2.6881093978881836,,0.0002997919101212425,217.0451999991201,9435.822584458458,0.47740002628415823,209.356100007426,7.207799993921071,447.87109375
188,2.6389400959014893,,0.0002997829634304753,225.14110000338405,9096.517694766602,0.4015000013168901,219.07639998244122,5.659799993736669,447.81640625
189,2.644484758377075,,0.0002997738285923948,195.29740000143647,10486.570737679745,0.22830002126283944,189.3778000085149,5.688899982487783,447.81640625
190,2.6386373043060303,,0.00029976450561975255,202.66750000882894,10105.221606378831,0.3139000036753714,193.80269999965094,8.54730000719428,447.81640625
191,2.626587390899658,,0.0002997549945255628,225.68639999371953,9074.53882935344,0.2770999853964895,218.1560999888461,7.249299989780411,447.87109375
192,2.673966646194458,,0.0002997452953231024,247.80620000092313,8264.52284080209,0.3105000068899244,242.0309000008274,5.461799999466166,447.87109375
193,2.713043212890625,,0.00029973540802591067,233.41429998981766,8774.098245434581,0.28639999800361693,225.7040999829769,7.41990000824444,447.87109375
194,2.5780978202819824,,0.00029972533264778956,253.65190001321025,8074.057398715877,0.3038999857380986,242.95070001971908,10.39340000716038,447.81640625
195,2.620108127593994,,0.0002997150692028035,220.43320001102984,9290.79648572685,0.3964999923482537,211.42139998846687,8.611900004325435,447.81640625
196,2.684993267059326,,0.0002997046177052797,227.00600000098348,9021.787970322932,0.37399999564513564,218.85160001693293,7.776200014632195,447.81640625
197,2.645190477371216,,0.0002996939781698076,234.52040000120178,8732.715789285305,0.38610000046901405,224.21960000065155,9.910699998727068,447.81640625
198,2.658529281616211,,0.00029968315061123927,224.03310000663623,9141.506321786088,0.5773000011686236,217.58219998446293,5.869699991308153,447.87109375
199,2.611602306365967,,0.0002996721350446891,208.822999993572,9807.348807665063,0.27600000612437725,201.8532999791205,6.690799986245111,447.87109375
200,2.6455509662628174,,0.0002996609314855341,202.96830000006594,10090.245619632891,0.35249997745268047,197.4208999890834,5.191800009924918,447.81640625
